"","X","Province_State","Last_Update","Confirmed","Deaths","Recovered","Active","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","Testing_Rate","Hospitalization_Rate"
"3522",3522,"Maine","6/12/2020 5:10",2667,100,2062,505,198.4062038,65457,308,3.749531309,4869.544387,11.54855643
"3523",3523,"Maryland","6/12/2020 5:10",60197,2875,4365,52957,995.7027167,392370,9789,4.775985514,6490.088791,16.26160772
"3524",3524,"Massachusetts","6/12/2020 5:10",104667,7492,NA,97175,1518.562995,683088,10654,7.157938987,9910.594163,10.17894847
"3525",3525,"Michigan","6/12/2020 5:10",65449,5985,42041,17423,655.3513283,770520,NA,9.144524744,7715.340272,NA
"3526",3526,"Minnesota","6/12/2020 5:10",29316,1280,24870,3166,519.8211515,381841,3522,4.366216401,6770.672271,12.01391731
"3527",3527,"Mississippi","6/12/2020 5:10",18483,868,13356,4259,621.0374548,213885,2614,4.696207326,7186.636153,14.14272575
"3528",3528,"Missouri","6/12/2020 5:10",15699,862,NA,14837,255.7911881,259040,NA,5.490795592,4220.660511,NA
"3529",3529,"Montana","6/12/2020 5:10",563,18,487,58,52.6769825,55777,74,3.197158082,5218.763859,13.14387211
"3530",3530,"Nebraska","6/12/2020 5:10",16315,212,8946,7157,843.4104904,127662,1000,1.299417714,6599.538463,6.129328838
"3531",3531,"Nevada","6/12/2020 5:10",10473,459,560,9454,340.015246,193254,NA,4.382698367,6274.162737,NA
"3532",3532,"New Hampshire","6/12/2020 5:10",5209,308,3585,1316,383.0961138,89907,500,5.912843156,6612.213919,9.598771357
"3533",3533,"New Jersey","6/12/2020 5:10",165816,12443,28376,124997,1866.836895,1030793,18492,7.504100931,11605.16719,11.15212042
"3534",3534,"New Mexico","6/12/2020 5:10",9367,420,3806,5141,446.7221695,245557,1583,4.483826198,11710.8739,16.89975446
"3535",3535,"New York","6/12/2020 5:10",380892,30580,68211,282101,1957.955153,2729005,89995,8.028522521,14028.30567,23.62743245
"3536",3536,"North Carolina","6/12/2020 5:10",39584,1106,23653,14825,377.4187926,572677,NA,2.794058205,5460.263285,NA
"3537",3537,"North Dakota","6/12/2020 5:10",2980,74,2515,391,391.0442982,82788,193,2.483221477,10863.68301,6.476510067
"3538",3538,"Northern Mariana Islands","6/12/2020 5:10",30,2,19,9,54.40301755,7581,NA,6.666666667,13747.64254,NA
"3539",3539,"Ohio","6/12/2020 5:10",40004,2492,NA,37512,342.2333627,512583,6753,6.229377062,4385.13658,16.88081192
"3540",3540,"Oklahoma","6/12/2020 5:10",7626,358,6263,1005,192.7231713,241445,1092,4.6944663,6101.763192,14.31943352
"3541",3541,"Oregon","6/12/2020 5:10",5237,171,2350,2716,124.1661109,161804,864,3.265228184,3836.275235,16.49799504
"3542",3542,"Pennsylvania","6/12/2020 5:10",81848,6113,55665,20070,639.3381528,554372,NA,7.46872251,4330.358353,NA
"3543",3543,"Puerto Rico","6/12/2020 5:10",5352,144,NA,5208,182.4499013,5352,NA,2.69058296,182.4499013,NA
"3544",3544,"Rhode Island","6/12/2020 5:10",15862,823,1419,13620,1497.317723,187803,1842,5.18850082,17727.9511,11.61265919
"3545",3545,"South Carolina","6/12/2020 5:10",16441,588,7928,7925,319.3224561,230057,1898,3.576424792,4468.241973,11.54430996
"3546",3546,"South Dakota","6/12/2020 5:10",5665,73,4664,928,640.3597318,61744,514,1.288614298,6979.412406,9.07325684
"3547",3547,"Tennessee","6/12/2020 5:10",28340,441,18992,8907,414.9843012,535294,2011,1.556104446,7838.341797,7.095977417
"3548",3548,"Texas","6/12/2020 5:10",82658,1930,54096,26632,285.0680757,1206320,NA,2.33492221,4160.315046,NA
"3549",3549,"Utah","6/12/2020 5:10",13252,131,7745,5376,413.3553839,254668,968,0.988530033,7943.585038,7.304557803
"3550",3550,"Vermont","6/12/2020 5:10",1110,55,905,150,177.8877512,47209,NA,4.954954955,7565.678241,NA
"3551",3551,"Virgin Islands","6/12/2020 5:10",72,6,64,2,67.12160197,2252,NA,8.333333333,2099.41455,NA
"3552",3552,"Virginia","6/12/2020 5:10",52647,1520,6895,44232,616.7990488,407397,7964,2.887154064,4772.961082,15.12716774
"3553",3553,"Washington","6/12/2020 5:10",24779,1194,NA,23585,325.4018146,415342,3773,4.818596392,5454.337966,15.22660317
"3554",3554,"West Virginia","6/12/2020 5:10",2217,86,1516,615,123.7063701,121120,NA,3.879115922,6758.374174,NA
"3555",3555,"Wisconsin","6/12/2020 5:10",21926,682,15348,5896,376.5779054,387980,2976,3.110462465,6663.536246,13.57292712
"3556",3556,"Wyoming","6/12/2020 5:10",1009,18,814,177,174.3385416,31618,92,1.7839445,5463.068393,9.117938553
"3557",3557,"Alabama","6/13/2020 3:33",23710,769,13508,9433,483.5632349,286385,2202,3.243357233,5840.79532,9.287220582
"3558",3558,"Alaska","6/13/2020 3:33",624,12,403,209,85.29892214,70880,NA,1.923076923,9689.082695,NA
"3559",3559,"American Samoa","6/13/2020 3:33",0,0,NA,0,0,174,NA,NA,312.7190381,NA
"3560",3560,"Arizona","6/13/2020 3:33",33039,1156,5980,25903,453.9124134,311236,3622,3.498895245,4275.973362,10.96280154
"3561",3561,"Arkansas","6/13/2020 3:33",11547,176,7607,3764,382.6292231,181122,961,1.524205421,6001.781428,8.322508011
"3562",3562,"California","6/13/2020 3:33",146659,4978,NA,141681,371.1737505,2662258,NA,3.394268337,6737.808703,NA
"3563",3563,"Colorado","6/13/2020 3:33",28822,1582,4169,23056,500.2313008,234370,5057,5.491720762,4069.81671,17.554761
"3564",3564,"Connecticut","6/13/2020 3:33",44689,4159,7611,32919,1253.447478,330254,9912,9.306540759,9263.041096,22.1799548
"3565",3565,"Delaware","6/13/2020 3:33",10173,414,6062,3697,1044.708985,77694,NA,4.069595989,7978.729959,NA
"3566",3566,"Diamond Princess","6/13/2020 3:33",49,0,NA,49,NA,NA,NA,0,NA,NA
"3567",3567,"District of Columbia","6/13/2020 3:33",9654,506,1143,8005,1367.908421,61953,NA,5.241350735,8778.333373,NA
"3568",3568,"Florida","6/13/2020 3:33",70971,2877,NA,68094,330.439841,1335899,11986,4.053768441,6219.92438,16.8885883
"3569",3569,"Georgia","6/13/2020 3:33",55783,2418,NA,53365,525.3911425,591958,9181,4.334653927,5575.345355,16.45841923
"3570",3570,"Grand Princess","6/13/2020 3:33",103,3,NA,100,NA,NA,NA,2.912621359,NA,NA
"3571",3571,"Guam","6/13/2020 3:33",183,5,168,10,111.4297718,8527,NA,2.732240437,5192.140243,NA
"3572",3572,"Hawaii","6/13/2020 3:33",706,17,623,66,49.86326448,58579,86,2.407932011,4137.309022,12.18130312
"3573",3573,"Idaho","6/13/2020 3:33",3353,87,2684,582,187.6260796,61432,265,2.594691321,3437.591806,7.903370116
"3574",3574,"Illinois","6/13/2020 3:33",131198,6260,NA,124938,1035.352378,1147962,NA,4.771414198,9059.171527,NA
"3575",3575,"Indiana","6/13/2020 3:33",39146,2396,27811,8939,581.4724684,335180,6349,6.120676442,4978.74475,16.21877076
"3576",3576,"Iowa","6/13/2020 3:33",23350,644,14227,8479,740.078667,214544,NA,2.758029979,6799.975912,NA
"3577",3577,"Kansas","6/13/2020 3:33",10973,243,667,10063,376.6500968,129152,973,2.214526565,4433.164431,8.867219539
"3578",3578,"Kentucky","6/13/2020 3:33",12166,497,3379,8290,272.3117829,281094,2406,4.085155351,6291.731736,19.77642611
"3579",3579,"Louisiana","6/13/2020 3:33",44995,2996,33904,8095,967.8854344,479534,NA,6.658517613,10315.23445,NA
"3580",3580,"Maine","6/13/2020 3:33",2721,100,2105,516,202.4234273,66887,308,3.675119441,4975.926416,11.31936788
"3581",3581,"Maryland","6/13/2020 3:33",60613,2900,4474,53239,1002.583663,400095,9923,4.78445218,6617.86598,16.37107551
"3582",3582,"Massachusetts","6/13/2020 3:33",105059,7538,NA,97521,1524.250334,693359,10726,7.175015943,10059.61115,10.20950133
"3583",3583,"Michigan","6/13/2020 3:33",65672,5990,42041,17641,657.584263,786287,NA,9.121086612,7873.21777,NA
"3584",3584,"Minnesota","6/13/2020 3:33",29795,1305,25028,3462,528.3146134,395202,3557,4.379929518,7007.584892,11.93824467
"3585",3585,"Mississippi","6/13/2020 3:33",19091,881,13356,4854,641.4665395,214493,2643,4.61473993,7207.065238,13.84421979
"3586",3586,"Missouri","6/13/2020 3:33",15997,881,NA,15116,260.6466422,265135,NA,5.507282615,4319.969212,NA
"3587",3587,"Montana","6/13/2020 3:33",573,18,489,66,53.6126305,57022,77,3.141361257,5335.252036,13.43804538
"3588",3588,"Nebraska","6/13/2020 3:33",16522,215,9229,7078,854.1114387,130773,1029,1.301295243,6760.36286,6.228059557
"3589",3589,"Nevada","6/13/2020 3:33",10704,461,604,9639,347.5148661,199447,NA,4.306801196,6475.223982,NA
"3590",3590,"New Hampshire","6/13/2020 3:33",5251,315,3665,1271,386.1850055,91917,504,5.998857361,6760.03945,9.598171777
"3591",3591,"New Jersey","6/13/2020 3:33",166164,12489,28509,125166,1870.754848,1055396,18607,7.516068462,11882.15969,11.19797309
"3592",3592,"New Mexico","6/13/2020 3:33",9526,420,3983,5123,454.3050482,255284,1625,4.408985933,12174.76485,17.05857653
"3593",3593,"New York","6/13/2020 3:33",381714,30758,68399,282557,1962.1806,2801400,89995,8.057865313,14400.44833,23.57655208
"3594",3594,"North Carolina","6/13/2020 3:33",41417,1121,23653,16643,394.8957693,595697,NA,2.706618055,5679.750467,NA
"3595",3595,"North Dakota","6/13/2020 3:33",3016,74,2573,369,395.7683233,84164,197,2.453580902,11044.24574,6.531830239
"3596",3596,"Northern Mariana Islands","6/13/2020 3:33",30,2,19,9,54.40301755,7762,NA,6.666666667,14075.87408,NA
"3597",3597,"Ohio","6/13/2020 3:33",40424,2510,NA,37914,345.8264537,523718,6814,6.209182664,4480.396267,16.85632298
"3598",3598,"Oklahoma","6/13/2020 3:33",7849,360,6391,1098,198.3587951,246214,1103,4.586571538,6222.284672,14.05274557
"3599",3599,"Oregon","6/13/2020 3:33",5377,173,2370,2834,127.4854264,166189,875,3.217407476,3940.24094,16.27301469
"3600",3600,"Pennsylvania","6/13/2020 3:33",82481,6162,56939,19380,644.282697,566384,NA,7.47081146,4424.187523,NA
"3601",3601,"Puerto Rico","6/13/2020 3:33",5536,146,NA,5390,188.7224689,5536,NA,2.637283237,188.7224689,NA
"3602",3602,"Rhode Island","6/13/2020 3:33",15947,833,1435,13679,1505.341428,191518,1853,5.223553019,18078.6342,11.61974039
"3603",3603,"South Carolina","6/13/2020 3:33",17170,593,8682,7895,333.4813315,236059,1988,3.453698311,4584.814771,11.5783343
"3604",3604,"South Dakota","6/13/2020 3:33",5742,74,4755,913,649.0636505,63005,525,1.288749565,7121.953205,9.143155695
"3605",3605,"Tennessee","6/13/2020 3:33",29118,466,19425,9227,426.3766013,590173,2049,1.600384642,8641.938249,7.036884401
"3606",3606,"Texas","6/13/2020 3:33",84927,1956,55258,27713,292.8933251,1226957,NA,2.303154474,4231.487224,NA
"3607",3607,"Utah","6/13/2020 3:33",13577,139,7935,5503,423.4927594,258786,988,1.023790233,8072.033383,7.277012595
"3608",3608,"Vermont","6/13/2020 3:33",1119,55,907,157,179.3300843,48634,NA,4.91510277,7794.047651,NA
"3609",3609,"Virgin Islands","6/13/2020 3:33",72,6,64,2,67.12160197,2293,NA,8.333333333,2137.636574,NA
"3610",3610,"Virginia","6/13/2020 3:33",53211,1534,7002,44675,623.4067313,450530,8028,2.882862566,5278.296493,15.08710605
"3611",3611,"Washington","6/13/2020 3:33",25171,1204,NA,23967,330.5496216,425212,3772,4.783282349,5583.952394,14.98549919
"3612",3612,"West Virginia","6/13/2020 3:33",2249,88,1553,608,125.4919379,124039,NA,3.912850156,6921.251438,NA
"3613",3613,"Wisconsin","6/13/2020 3:33",22246,689,15783,5774,382.0738887,399608,3003,3.097186011,6863.246539,13.49905601
"3614",3614,"Wyoming","6/13/2020 3:33",1027,18,814,195,177.4486444,31900,92,1.752677702,5511.793337,8.958130477
"3615",3615,"Alabama","6/14/2020 3:33",24601,773,13508,10320,501.7350967,293252,2241,3.142148693,5980.847143,9.109385797
"3616",3616,"Alaska","6/14/2020 3:33",653,12,405,236,89.26313487,71803,NA,1.837672282,9815.254017,NA
"3617",3617,"American Samoa","6/14/2020 3:33",0,0,NA,0,0,174,NA,NA,312.7190381,NA
"3618",3618,"Arizona","6/14/2020 3:33",34660,1189,6209,27262,476.1828218,328397,3692,3.430467398,4511.742935,10.65204847
"3619",3619,"Arkansas","6/14/2020 3:33",12095,177,7607,4311,400.7881228,187017,979,1.463414634,6197.122146,8.094253824
"3620",3620,"California","6/14/2020 3:33",150018,5076,NA,144942,379.6749173,2724393,NA,3.383593969,6895.063839,NA
"3621",3621,"Colorado","6/14/2020 3:33",29017,1597,4184,23221,503.6174605,236461,5234,5.506516792,4106.126761,18.04703124
"3622",3622,"Connecticut","6/14/2020 3:33",44994,4186,7611,33197,1262.002189,344254,9912,9.303462684,9655.716356,22.02960395
"3623",3623,"Delaware","6/14/2020 3:33",10229,419,6116,3694,1050.459865,80099,NA,4.096197087,8225.70972,NA
"3624",3624,"Diamond Princess","6/14/2020 3:33",49,0,NA,49,NA,NA,NA,0,NA,NA
"3625",3625,"District of Columbia","6/14/2020 3:33",9709,511,1143,8055,1375.70156,63036,NA,5.263157895,8931.787363,NA
"3626",3626,"Florida","6/14/2020 3:33",73552,2925,NA,70627,342.4569358,1370413,12155,3.976778334,6380.621012,16.5257233
"3627",3627,"Georgia","6/14/2020 3:33",56804,2447,NA,54357,535.0074119,599680,9224,4.307795226,5648.074867,16.23829308
"3628",3628,"Grand Princess","6/14/2020 3:33",103,3,NA,100,NA,NA,NA,2.912621359,NA,NA
"3629",3629,"Guam","6/14/2020 3:33",183,5,168,10,111.4297718,8543,NA,2.732240437,5201.882737,NA
"3630",3630,"Hawaii","6/14/2020 3:33",723,17,627,79,51.06393798,59338,87,2.35131397,4190.915563,12.03319502
"3631",3631,"Idaho","6/14/2020 3:33",3353,87,2776,490,187.6260796,62658,265,2.594691321,3506.195913,7.903370116
"3632",3632,"Illinois","6/14/2020 3:33",131871,6289,NA,125582,1040.663374,1169806,NA,4.769054606,9231.554013,NA
"3633",3633,"Indiana","6/14/2020 3:33",39543,2413,28241,8889,587.369484,340637,6349,6.102217839,5059.802719,16.0559391
"3634",3634,"Iowa","6/14/2020 3:33",23717,650,14326,8741,751.7107386,219608,NA,2.740650167,6960.479482,NA
"3635",3635,"Kansas","6/14/2020 3:33",11020,245,667,10108,378.2633798,129152,973,2.22323049,4433.164431,8.829401089
"3636",3636,"Kentucky","6/14/2020 3:33",12445,499,3409,8537,278.5566446,294585,2433,4.009642427,6593.701016,19.55002009
"3637",3637,"Louisiana","6/14/2020 3:33",46283,3004,33904,9375,995.5915448,504383,NA,6.490504073,10849.76017,NA
"3638",3638,"Maine","6/14/2020 3:33",2757,100,2152,505,205.1015762,68350,313,3.627130939,5084.763415,11.35291984
"3639",3639,"Maryland","6/14/2020 3:33",61305,2926,4536,53843,1014.029853,408758,10053,4.772857026,6761.158381,16.39833619
"3640",3640,"Massachusetts","6/14/2020 3:33",105395,7576,NA,97819,1529.125196,703596,10772,7.188196784,10208.13484,10.2205987
"3641",3641,"Michigan","6/14/2020 3:33",65836,6013,44964,14859,659.2264213,799483,NA,9.13330093,8005.351433,NA
"3642",3642,"Minnesota","6/14/2020 3:33",30172,1314,25620,3238,534.9994468,407992,3581,4.355031155,7234.372739,11.86861991
"3643",3643,"Mississippi","6/14/2020 3:33",19348,889,13356,5103,650.1018598,213885,2644,4.594790159,7186.636153,13.66549514
"3644",3644,"Missouri","6/14/2020 3:33",16232,885,NA,15347,264.4756077,269796,NA,5.452193199,4395.913076,NA
"3645",3645,"Montana","6/14/2020 3:33",588,18,510,60,55.0161025,58004,77,3.06122449,5427.132669,13.0952381
"3646",3646,"Nebraska","6/14/2020 3:33",16640,215,9610,6815,860.2114962,134377,1067,1.292067308,6946.673091,6.412259615
"3647",3647,"Nevada","6/14/2020 3:33",10997,462,627,9908,357.0273713,204880,NA,4.201145767,6651.611152,NA
"3648",3648,"New Hampshire","6/14/2020 3:33",5299,318,3843,1138,389.7151674,93956,503,6.001132289,6909.997786,9.492357048
"3649",3649,"New Jersey","6/14/2020 3:33",166605,12621,28606,125378,1875.719839,1078215,18707,7.575402899,12139.06705,11.22835449
"3650",3650,"New Mexico","6/14/2020 3:33",9621,431,3983,5207,458.835699,255284,1625,4.479783806,12174.76485,16.89013616
"3651",3651,"New York","6/14/2020 3:33",382630,30795,68584,283251,1966.88925,2872240,89995,8.048245041,14764.5976,23.52011081
"3652",3652,"North Carolina","6/14/2020 3:33",42845,1127,23653,18065,408.5112209,611690,NA,2.63041195,5832.237804,NA
"3653",3653,"North Dakota","6/14/2020 3:33",3058,74,2630,354,401.2796859,85873,197,2.419882276,11268.50571,6.442119032
"3654",3654,"Northern Mariana Islands","6/14/2020 3:33",30,2,19,9,54.40301755,7936,NA,6.666666667,14391.41158,NA
"3655",3655,"Ohio","6/14/2020 3:33",40851,2556,NA,38295,349.4794296,538898,6864,6.256884776,4610.260841,16.80252625
"3656",3656,"Oklahoma","6/14/2020 3:33",8073,359,6495,1219,204.0196908,246439,1111,4.446921838,6227.970839,13.76192246
"3657",3657,"Oregon","6/14/2020 3:33",5377,173,2396,2808,127.4854264,166189,875,3.217407476,3940.24094,16.27301469
"3658",3658,"Pennsylvania","6/14/2020 3:33",82944,6211,58061,18672,647.8993225,575051,NA,7.488184799,4491.88794,NA
"3659",3659,"Puerto Rico","6/14/2020 3:33",5690,146,NA,5544,193.9723352,5690,NA,2.565905097,193.9723352,NA
"3660",3660,"Rhode Island","6/14/2020 3:33",15947,833,1435,13679,1505.341428,191518,1853,5.223553019,18078.6342,11.61974039
"3661",3661,"South Carolina","6/14/2020 3:33",17955,599,8682,8674,348.7278571,241906,1988,3.336118073,4698.377109,11.07212476
"3662",3662,"South Dakota","6/14/2020 3:33",5833,75,4828,930,659.3500999,64513,531,1.285787759,7292.414365,9.103377336
"3663",3663,"Tennessee","6/14/2020 3:33",29549,472,19731,9346,432.6877599,601362,2073,1.59734678,8805.77944,7.015465836
"3664",3664,"Texas","6/14/2020 3:33",86915,1971,56535,28409,299.7494713,1260319,NA,2.267732842,4346.544945,NA
"3665",3665,"Utah","6/14/2020 3:33",13981,139,8114,5728,436.0942969,262782,1012,0.994206423,8196.676313,7.238394965
"3666",3666,"Vermont","6/14/2020 3:33",1125,55,908,162,180.2916398,49933,NA,4.888888889,8002.224398,NA
"3667",3667,"Virgin Islands","6/14/2020 3:33",72,6,64,2,67.12160197,2356,NA,8.333333333,2196.367976,NA
"3668",3668,"Virginia","6/14/2020 3:33",53869,1541,7131,45197,631.1156943,459993,8090,2.860643413,5389.162627,15.01791383
"3669",3669,"Washington","6/14/2020 3:33",25538,1213,NA,24325,335.3691247,439862,3817,4.749784635,5776.338551,14.94635445
"3670",3670,"West Virginia","6/14/2020 3:33",2274,88,1568,618,126.8869127,127517,NA,3.869832894,7115.320339,NA
"3671",3671,"Wisconsin","6/14/2020 3:33",22518,691,16231,5596,386.7454745,410917,3035,3.068656186,7057.478024,13.4781064
"3672",3672,"Wyoming","6/14/2020 3:33",1050,18,833,199,181.4226647,33055,93,1.714285714,5711.358268,8.857142857
"3673",3673,"Alabama","6/15/2020 3:33",25615,773,13508,11334,522.4155319,297455,2255,3.017763029,6066.566936,8.803435487
"3674",3674,"Alaska","6/15/2020 3:33",660,12,411,237,90.22001381,73467,NA,1.818181818,10042.71781,NA
"3675",3675,"American Samoa","6/15/2020 3:33",0,0,NA,0,0,174,NA,NA,312.7190381,NA
"3676",3676,"Arizona","6/15/2020 3:33",35706,1191,6333,28182,490.5534863,338045,3726,3.335573853,4644.293768,10.43522097
"3677",3677,"Arkansas","6/15/2020 3:33",12501,179,8110,4212,414.2416141,196989,998,1.431885449,6527.561101,7.983361331
"3678",3678,"California","6/15/2020 3:33",152300,5099,NA,147201,385.4503453,2801996,NA,3.347997374,7091.466355,NA
"3679",3679,"Colorado","6/15/2020 3:33",29130,1598,4178,23339,505.5796967,244643,5244,5.48857977,4248.206551,18.01133436
"3680",3680,"Connecticut","6/15/2020 3:33",45088,4201,7611,33276,1264.638723,349106,9912,9.317334989,9791.806382,21.98367637
"3681",3681,"Delaware","6/15/2020 3:33",10264,422,6172,3670,1054.054165,81787,NA,4.111457521,8399.057677,NA
"3682",3682,"Diamond Princess","6/15/2020 3:33",49,0,NA,49,NA,NA,NA,0,NA,NA
"3683",3683,"District of Columbia","6/15/2020 3:33",9767,515,1150,8102,1383.919779,64530,NA,5.272857582,9143.477355,NA
"3684",3684,"Florida","6/15/2020 3:33",75568,2931,NA,72637,351.8433995,1409015,12224,3.878625873,6560.351307,16.17615922
"3685",3685,"Georgia","6/15/2020 3:33",57681,2451,NA,55230,543.26742,620790,9248,4.24923285,5846.899007,16.03300914
"3686",3686,"Grand Princess","6/15/2020 3:33",103,3,NA,100,NA,NA,NA,2.912621359,NA,NA
"3687",3687,"Guam","6/15/2020 3:33",183,5,168,10,111.4297718,8543,NA,2.732240437,5201.882737,NA
"3688",3688,"Hawaii","6/15/2020 3:33",728,17,628,83,51.41707725,60322,89,2.335164835,4260.413371,12.22527473
"3689",3689,"Idaho","6/15/2020 3:33",3399,87,2837,475,190.2001326,62980,266,2.559576346,3524.214284,7.825831127
"3690",3690,"Illinois","6/15/2020 3:33",132543,6308,NA,126235,1045.966479,1191846,NA,4.759210219,9405.483237,NA
"3691",3691,"Indiana","6/15/2020 3:33",39909,2422,28522,8965,592.8060273,348391,6419,6.068806535,5174.980196,16.08409131
"3692",3692,"Iowa","6/15/2020 3:33",23926,652,14383,8891,758.3349973,224634,NA,2.725068963,7119.778642,NA
"3693",3693,"Kansas","6/15/2020 3:33",11101,245,667,10189,381.0437186,129152,973,2.207008378,4433.164431,8.764976128
"3694",3694,"Kentucky","6/15/2020 3:33",12445,499,3409,8537,278.5566446,294585,2433,4.009642427,6593.701016,19.55002009
"3695",3695,"Louisiana","6/15/2020 3:33",46619,3014,33904,9701,1002.819226,509332,NA,6.465175143,10956.21789,NA
"3696",3696,"Maine","6/15/2020 3:33",2793,100,2173,520,207.7797252,69858,314,3.58037952,5196.9481,11.24239169
"3697",3697,"Maryland","6/15/2020 3:33",61701,2939,4541,54221,1020.579984,415309,10165,4.76329395,6869.516746,16.47461143
"3698",3698,"Massachusetts","6/15/2020 3:33",105603,7624,NA,97979,1532.142968,712710,10802,7.21949187,10340.36547,10.22887607
"3699",3699,"Michigan","6/15/2020 3:33",66054,6016,44964,15074,661.4092902,813498,NA,9.107699761,8145.685875,NA
"3700",3700,"Minnesota","6/15/2020 3:33",30471,1329,26090,3052,540.3012111,417710,3610,4.361524072,7406.688947,11.84733025
"3701",3701,"Mississippi","6/15/2020 3:33",19516,891,13356,5269,655.7467385,214053,2665,4.56548473,7192.281032,13.65546218
"3702",3702,"Missouri","6/15/2020 3:33",16262,885,NA,15377,264.9644118,275489,NA,5.442135039,4488.671802,NA
"3703",3703,"Montana","6/15/2020 3:33",601,19,510,72,56.2324449,58907,77,3.161397671,5511.621684,12.81198003
"3704",3704,"Nebraska","6/15/2020 3:33",16730,215,9879,6636,864.8640824,136115,1070,1.285116557,7036.5197,6.395696354
"3705",3705,"Nevada","6/15/2020 3:33",11201,463,627,10111,363.6504125,210611,NA,4.133559504,6837.673157,NA
"3706",3706,"New Hampshire","6/15/2020 3:33",5318,320,3905,1093,391.1125232,96421,513,6.017299737,7091.28631,9.64648364
"3707",3707,"New Jersey","6/15/2020 3:33",166881,12659,28714,125508,1878.827181,1097616,18737,7.585644861,12357.49292,11.2277611
"3708",3708,"New Mexico","6/15/2020 3:33",9723,435,4072,5216,463.7001873,258994,1625,4.4739278,12351.69868,16.71294868
"3709",3709,"New York","6/15/2020 3:33",383324,30825,68761,283738,1970.45672,2934599,89995,8.041500141,15085.15073,23.47752815
"3710",3710,"North Carolina","6/15/2020 3:33",44264,1132,23653,19479,422.0408608,627130,NA,2.557382975,5979.452491,NA
"3711",3711,"North Dakota","6/15/2020 3:33",3080,74,2658,348,404.1665901,86880,197,2.402597403,11400.64719,6.396103896
"3712",3712,"Northern Mariana Islands","6/15/2020 3:33",30,2,19,9,54.40301755,8169,NA,6.666666667,14813.94168,NA
"3713",3713,"Ohio","6/15/2020 3:33",41148,2559,NA,38589,352.0202582,546220,6895,6.21901429,4672.900394,16.75658598
"3714",3714,"Oklahoma","6/15/2020 3:33",8231,359,6578,1294,208.012644,250818,1116,4.361559956,6338.636295,13.55849836
"3715",3715,"Oregon","6/15/2020 3:33",5377,173,2396,2808,127.4854264,166189,875,3.217407476,3940.24094,16.27301469
"3716",3716,"Pennsylvania","6/15/2020 3:33",83203,6215,58310,18678,649.9224456,583233,NA,7.469682584,4555.799884,NA
"3717",3717,"Puerto Rico","6/15/2020 3:33",5811,147,NA,5664,198.0972303,5811,NA,2.52968508,198.0972303,NA
"3718",3718,"Rhode Island","6/15/2020 3:33",15947,833,1435,13679,1505.341428,191518,1853,5.223553019,18078.6342,11.61974039
"3719",3719,"South Carolina","6/15/2020 3:33",18795,600,8682,9513,365.0426106,248336,1988,3.192338388,4823.262663,10.57728119
"3720",3720,"South Dakota","6/15/2020 3:33",5898,75,4899,924,666.6975637,65319,539,1.271617497,7383.522917,9.138691082
"3721",3721,"Tennessee","6/15/2020 3:33",30343,474,19896,9973,444.314349,615220,2087,1.562139538,9008.702956,6.878027881
"3722",3722,"Texas","6/15/2020 3:33",88523,1984,58341,28198,305.2950866,1295983,NA,2.241225444,4469.541726,NA
"3723",3723,"Utah","6/15/2020 3:33",14313,139,8252,5922,446.4500159,267713,1028,0.971145113,8350.483693,7.182281842
"3724",3724,"Vermont","6/15/2020 3:33",1127,55,909,163,180.6121582,50982,NA,4.880212955,8170.336336,NA
"3725",3725,"Virgin Islands","6/15/2020 3:33",72,6,64,2,67.12160197,2377,NA,8.333333333,2215.945109,NA
"3726",3726,"Virginia","6/15/2020 3:33",54506,1546,7178,45782,638.5786266,469000,8136,2.836384985,5494.686381,14.92679705
"3727",3727,"Washington","6/15/2020 3:33",25834,1217,NA,24617,339.2562443,450146,3845,4.710846172,5911.389694,14.88348688
"3728",3728,"West Virginia","6/15/2020 3:33",2290,88,1571,631,127.7796966,131199,NA,3.84279476,7320.772236,NA
"3729",3729,"Wisconsin","6/15/2020 3:33",22758,692,16558,5508,390.867462,420124,3049,3.040688988,7215.607768,13.3974866
"3730",3730,"Wyoming","6/15/2020 3:33",1060,18,834,208,183.1504996,33065,93,1.698113208,5713.086103,8.773584906
"3731",3731,"Alabama","6/16/2020 4:33",26272,774,13508,11990,535.8149856,302674,2259,2.946102314,6173.007953,8.598507917
"3732",3732,"Alaska","6/16/2020 4:33",663,12,417,234,90.63010478,74437,NA,1.809954751,10175.31389,NA
"3733",3733,"American Samoa","6/16/2020 4:33",0,0,NA,0,0,174,NA,NA,312.7190381,NA
"3734",3734,"Arizona","6/16/2020 4:33",36844,1203,6462,29179,506.1881098,345257,3750,3.265117794,4743.377164,10.17804799
"3735",3735,"Arkansas","6/16/2020 4:33",12917,182,8352,4383,428.0264722,204138,1003,1.408995897,6764.455213,7.764960904
"3736",3736,"California","6/16/2020 4:33",155726,5114,NA,150612,394.12108,2868182,NA,3.283973132,7258.974014,NA
"3737",3737,"Colorado","6/16/2020 4:33",29299,1605,4196,23483,508.5143684,249085,5244,5.480808633,4325.341533,17.9073897
"3738",3738,"Connecticut","6/16/2020 4:33",45235,4204,7611,33420,1268.761814,356377,9912,9.293688516,9995.745083,21.9122361
"3739",3739,"Delaware","6/16/2020 4:33",10340,423,6172,3745,1061.858931,84686,NA,4.090909091,8696.768416,NA
