Province_State,Version,Daily_Confirmed,Confirmed,Daily_Deaths,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,State.Is.Easing.Social.Distancing.Measures,Stay.at.Home.Order,Mandatory.Quarantine.for.Travelers,Non.Essential.Business.Closures,Large.Gatherings.Ban,School.Closures,Restaurant.Limits,Emergency.Declaration,Face.Covering.Requirement,Status.of.Reopening,Bar.Closures
New York,2020-09-28,866,455626,6,33131,76595,345900,2342.121322,10508186,NA,7.271534109,54016.77359,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-09-29,834,456460,9,33140,76649,346671,2346.408454,10561122,NA,7.260219954,54288.88829,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-09-30,1189,457649,4,33144,76649,347856,2352.520446,10649353,NA,7.242231492,54742.43507,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-01,1000,458649,9,33153,76754,348742,2357.660893,10747313,NA,7.22840342,55245.99327,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-02,1382,460031,6,33159,76834,350038,2364.764991,10856531,NA,7.207992505,55807.42261,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-03,1598,461629,40,33199,76834,351596,2372.979425,10976024,NA,7.191705894,56421.67005,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-04,1731,463360,-2,33197,77004,353159,2381.877539,11110291,NA,7.164407804,57111.86245,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-05,1222,464582,8,33205,77090,354287,2388.159165,11220620,NA,7.147285086,57679.00283,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-06,933,465515,9,33214,77141,355160,2392.955202,11297024,NA,7.134893612,58071.75355,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-07,1393,466908,5,33219,77192,356497,2400.115845,11393383,NA,7.114677838,58567.08188,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-08,1360,468268,7,33226,77267,357775,2407.106853,11501629,NA,7.095509409,59123.51471,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-09,1836,470104,1,33227,77351,359526,2416.544714,11647440,NA,7.068010483,59873.04844,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-10,1592,471696,63,33290,77432,360974,2424.728306,11786740,NA,7.057511618,60589.11271,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-11,1447,473143,3,33293,77514,362336,2432.166532,11921319,NA,7.036561885,61280.90893,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-12,1143,474286,1,33294,77631,363361,2438.042063,12039573,NA,7.019815048,61888.78735,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-13,1029,475315,7,33301,77631,364383,2443.331583,12131366,NA,7.006090698,62360.64441,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-14,1393,476708,5,33306,77755,365647,2450.492226,12230436,NA,6.98666689,62869.9085,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-15,1232,477940,10,33316,77870,366754,2456.825257,12342180,NA,6.970749466,63444.32261,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-16,1460,479400,21,33337,78006,368057,2464.330309,12475392,NA,6.953900709,64129.09184,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-17,1707,481107,0,33337,78117,369653,2473.105053,12611431,NA,6.929227802,64828.39312,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-18,1784,482891,10,33347,78235,371309,2482.27561,12771403,NA,6.905699216,65650.72071,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-19,1390,484281,10,33357,78362,372562,2489.420831,12900166,NA,6.887943157,66312.62009,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-20,998,485279,9,33366,78442,373471,2494.550998,12982175,NA,6.875632368,66734.18301,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-21,1201,486480,0,33366,78530,374584,2500.724675,13072715,NA,6.858658115,67199.59909,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-22,2026,488506,5,33371,78645,376490,2511.13922,13197504,NA,6.831236464,67841.07033,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-23,1628,490134,25,33396,78753,377985,2519.507868,13332845,NA,6.81364688,68536.78357,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-24,1637,491771,22,33418,78854,379499,2527.92278,13474353,NA,6.795439341,69264.19795,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-25,2061,493832,0,33418,78960,381454,2538.517241,13631293,NA,6.767078683,70070.93971,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-26,1632,495464,4,33422,79092,382950,2546.906451,13752123,NA,6.745596047,70692.05993,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-27,1191,496655,2,33424,79162,384069,2553.028723,13834240,NA,6.729822513,71114.17802,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-28,1991,498646,9,33433,79230,385983,2563.263353,13945858,NA,6.704756481,71687.94443,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-29,2031,500677,2,33435,79366,387876,2573.703601,14075518,NA,6.677958045,72354.4548,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-30,2499,503176,9,33444,79501,390231,2586.549578,14243871,NA,6.646580918,73219.86448,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-10-31,2255,505431,62,33506,79621,392304,2598.141286,14390756,NA,6.629193698,73974.91904,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-11-01,2112,507543,5,33511,79717,394315,2608.99791,14527718,NA,6.602593278,74678.96495,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-11-02,2192,509735,24,33535,79831,396369,2620.26577,14676653,NA,6.578908649,75444.55743,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-11-03,1633,511368,4,33539,79831,397998,2628.66012,14772754,NA,6.55868181,75938.55953,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-11-04,2321,513689,4,33543,79990,400156,2640.591098,14900623,NA,6.529826412,76595.86335,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-11-05,2126,515815,13,33556,80109,402150,2651.519688,15034157,NA,6.505433149,77282.2878,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
New York,2020-11-06,2997,518812,101,33657,80225,404930,2666.925608,15195176,NA,6.487321033,78109.99744,NA,Yes,Rolled Back to High Risk Groups,From Certain States (New),Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service with Capacity Limits,Yes,Required for General Public,Proceeding with Reopening,Reopened
North Carolina,2020-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,First Instance,NA,NA,NA
North Carolina,2020-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,First Instance,NA,First Instance,NA,NA,NA
North Carolina,2020-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-12,NA,4570,NA,89,NA,4481,46.07841902,62139,331,1.947483589,626.5354222,7.242888403,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-13,316,4886,5,94,NA,4792,49.26458541,63388,313,1.923864102,639.1288456,6.406058125,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-14,227,5113,18,112,NA,5001,51.55338215,65039,418,2.190494817,655.7755568,8.175239585,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-15,227,5340,18,130,NA,5210,53.84217889,67827,431,2.434456929,683.8864172,8.071161049,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-16,299,5639,20,150,NA,5489,56.8569376,70917,452,2.660046107,715.0422848,8.015605604,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-17,406,6045,27,177,NA,5868,60.95055644,72981,429,2.928039702,735.8531944,7.096774194,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-18,283,6328,10,187,NA,6141,63.80399027,76211,388,2.955120101,768.4206546,6.13147914,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-19,273,6601,13,200,NA,6401,66.55659605,78772,465,3.029843963,794.2427183,7.044387214,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-20,294,6895,18,218,NA,6677,69.52094073,79484,373,3.161711385,801.4216755,5.409717186,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-21,239,7134,27,245,NA,6889,71.93073113,83331,427,3.434258481,840.2102265,5.985421923,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-22,361,7495,20,265,NA,7230,75.57062375,90336,434,3.53569046,910.8402758,5.790527018,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-24,325,7820,16,281,NA,7539,78.84753538,96185,486,3.593350384,969.8146024,6.21483376,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-25,470,8290,13,294,NA,7996,83.58645375,100584,477,3.546441496,1014.168862,5.753920386,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-26,478,8768,11,305,NA,8463,88.40603456,105265,456,3.478558394,1061.366472,5.200729927,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-27,229,8997,19,324,NA,8673,90.71499691,107894,451,3.6012004,1087.874167,5.012782038,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-28,324,9321,16,340,NA,8981,95.06068588,109920,473,3.606279168,1108.30193,5.016970725,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-29,434,9755,23,363,NA,9392,98.35776313,112752,NA,3.721168631,1136.856433,NA,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-04-30,425,10180,19,382,NA,9798,102.6429553,118440,NA,3.752455796,1194.207429,NA,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-01,574,10754,24,406,0,10348,108.4304854,128036,NA,3.775339409,1290.962026,NA,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-02,316,11070,13,419,0,10651,111.6166518,133832,NA,3.785004517,1349.401964,NA,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-03,518,11588,12,431,0,11157,116.8395448,139475,NA,3.71936486,1406.299232,NA,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-04,182,11770,3,434,0,11336,118.6746153,143835,NA,3.687340697,1450.260262,NA,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-05,201,11971,8,442,0,11529,120.7012591,146439,NA,3.692256286,1476.515887,NA,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-06,539,12510,30,472,NA,12038,126.135891,151800,NA,3.772981615,1530.569805,NA,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-07,543,13053,20,492,NA,12561,131.6108541,164482,NA,3.769248449,1658.439938,NA,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-08,487,13540,21,513,NA,13027,136.5211802,171328,NA,3.788774003,1727.466821,NA,NA,First Instance,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-09,466,14006,17,530,NA,13476,141.2197673,178613,NA,3.784092532,1800.920056,NA,NA,First Instance,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-10,472,14478,21,551,NA,13927,145.9788513,186362,NA,3.805774278,1879.051712,NA,NA,First Instance,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-11,460,14938,13,564,NA,14374,150.6169416,192135,NA,3.775605837,1937.259746,NA,NA,First Instance,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-12,336,15274,11,575,9115,5584,154.0047641,195865,NA,3.764567238,1974.868608,NA,NA,First Instance,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-13,348,15622,25,600,9115,5907,157.5135803,202244,NA,3.840737422,2039.186822,NA,NA,First Instance,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-14,730,16352,25,625,9115,6612,164.874028,210457,NA,3.822162427,2121.9969,NA,NA,First Instance,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-15,616,16968,16,641,9115,7212,161.7836013,219268,NA,3.777699198,2090.639244,NA,NA,First Instance,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-16,526,17494,26,667,9115,7712,166.7988166,231547,NA,3.812735795,2207.714965,NA,NA,First Instance,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-17,636,18130,9,676,9115,8339,172.8628413,238586,NA,3.728626586,2274.829225,NA,NA,First Instance,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-18,543,18673,10,686,9115,8872,178.0401454,248944,NA,3.673753548,2373.588922,NA,NA,First Instance,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-19,534,19207,7,693,11637,6877,183.1316378,255755,NA,3.608059562,2438.529287,NA,NA,First Instance,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-20,32,19239,0,693,11637,6909,183.4367459,265008,NA,3.602058319,2526.753218,NA,NA,First Instance,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-21,1023,20262,33,726,11637,7899,193.1906724,277603,NA,3.583061889,2646.841883,NA,NA,First Instance,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
North Carolina,2020-05-22,250,20512,2,728,11637,8147,195.5743299,290645,NA,3.549141966,2771.192527,NA,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,Rolled Back,First Instance,NA,NA,NA
North Carolina,2020-05-23,1598,22110,47,775,11637,9698,210.8106686,303224,NA,3.505201266,2891.128637,NA,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,Rolled Back,First Instance,NA,NA,NA
North Carolina,2020-05-24,754,22864,3,778,11637,10449,217.9997796,329582,NA,3.402729181,3142.442414,NA,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,Rolled Back,First Instance,NA,NA,NA
North Carolina,2020-05-25,501,23365,6,784,11637,10944,222.7766292,336656,NA,3.35544618,3209.890386,NA,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,Rolled Back,First Instance,NA,NA,NA
North Carolina,2020-05-26,692,24057,6,790,14954,8313,229.3745931,344690,NA,3.283867481,3286.491603,NA,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,Rolled Back,First Instance,NA,NA,NA
North Carolina,2020-05-27,398,24455,11,801,14954,8700,233.1693758,352331,NA,3.275403803,3359.345711,NA,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,Rolled Back,First Instance,NA,NA,NA
North Carolina,2020-05-28,461,24916,43,844,14954,9118,237.5648403,364156,NA,3.387381602,3472.09271,NA,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,Rolled Back,First Instance,NA,NA,NA
North Carolina,2020-05-29,884,25800,32,876,14954,9970,245.9934531,375192,NA,3.395348837,3577.316886,NA,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,Rolled Back,First Instance,NA,NA,NA
North Carolina,2020-05-30,1085,26885,43,919,14954,11012,256.3385267,391231,NA,3.418262972,3730.242817,NA,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,Rolled Back,First Instance,NA,NA,NA
North Carolina,2020-05-31,909,27794,10,929,14954,11911,265.0055053,404157,NA,3.34244801,3853.487443,NA,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,Rolled Back,First Instance,NA,NA,NA
North Carolina,2020-06-01,991,28785,8,937,14954,12894,274.4543236,416289,NA,3.255167622,3969.161574,NA,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,Rolled Back,First Instance,NA,NA,NA
North Carolina,2020-06-02,807,29592,11,948,18860,9784,282.14877,421908,NA,3.203568532,4022.73666,NA,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,Rolled Back,First Instance,NA,NA,NA
North Carolina,2020-06-03,431,30023,13,961,18860,10202,286.2581955,434921,NA,3.200879326,4146.8108,NA,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,Rolled Back,First Instance,NA,NA,NA
North Carolina,2020-06-04,1253,31276,38,999,18860,11417,298.2050868,449263,NA,3.194142473,4283.556463,NA,Yes,Lifted,NA,Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,>10 People Prohibited,Closed,Reopened to Dine-in Service with Capacity Limits,Yes,NA,NA,NA
North Carolina,2020-06-05,799,32075,7,1006,18860,12209,305.8232562,468302,NA,3.136399065,4465.086283,NA,Yes,Lifted,NA,Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,>10 People Prohibited,Closed,Reopened to Dine-in Service with Capacity Limits,Yes,NA,NA,NA
North Carolina,2020-06-06,1220,33295,9,1015,18860,13420,317.4555047,482147,NA,3.048505782,4597.093235,NA,Yes,Lifted,NA,Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,>10 People Prohibited,Closed,Reopened to Dine-in Service with Capacity Limits,Yes,NA,NA,NA
North Carolina,2020-06-07,1423,34718,13,1028,18860,14830,331.0232832,497350,NA,2.961000058,4742.048214,NA,Yes,Lifted,NA,Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity,>10 People Prohibited,Closed,Reopened to Dine-in Service with Capacity Limits,Yes,NA,NA,NA
